cellline	H4	bao:BAO_0002931
cellline	HAEC	bao:BAO_0002931
cellline	HDF	bao:BAO_0002931
cellline	HEK	bao:BAO_0002931
cellline	HEK-293	bao:BAO_0002931
cellline	HEp-2	bao:BAO_0002931
cellline	HMEC-1	bao:BAO_0002931
cellline	HMM	bao:BAO_0002931
cellline	HUVEC	bao:BAO_0002931
cellline	HaCaT	bao:BAO_0002931
cellline	HeLa	bao:BAO_0002931
cellline	HepG2	bao:BAO_0002931
cellline	IMR90	bao:BAO_0002931
cellline	IP15	bao:BAO_0002931
cellline	J774	bao:BAO_0002931
cellline	KEC	bao:BAO_0002931
cellline	L-02	bao:BAO_0002931
cellline	L929	bao:BAO_0002931
cellline	LLC-PK1	bao:BAO_0002931
cellline	LoVo	bao:BAO_0002931
cellline	Lymphocytes	bao:BAO_0002931
cellline	MCF7	bao:BAO_0002931
cellline	MDA-MB-231	bao:BAO_0002931
cellline	MDBK	bao:BAO_0002931
cellline	MDCK	bao:BAO_0002931
cellline	MEF	bao:BAO_0002931
cellline	MG-63	bao:BAO_0002931
cellline	Macrophages	bao:BAO_0002931
cellline	Memory T-cell	bao:BAO_0002931
cellline	Monocytes	bao:BAO_0002931
cellline	NCIH441	bao:BAO_0002931
cellline	NK cells	bao:BAO_0002931
cellline	NR8383	bao:BAO_0002931
cellline	Naive T-cell	bao:BAO_0002931
cellline	Neuro-2a	bao:BAO_0002931
cellline	PAECs	bao:BAO_0002931
cellline	PC12	bao:BAO_0002931
cellline	PC3	bao:BAO_0002931
cellline	PMA activated THP-1	bao:BAO_0002931
cellline	RAW 264.7	bao:BAO_0002931
cellline	SH-SY5Y	bao:BAO_0002931
cellline	SK-BR-3	bao:BAO_0002931
cellline	SK-Mel-28	bao:BAO_0002931
cellline	SKOV-3	bao:BAO_0002931
cellline	SVEC4-10	bao:BAO_0002931
cellline	SW480	bao:BAO_0002931
cellline	T cells (all types)	bao:BAO_0002931
cellline	T98G	bao:BAO_0002931
cellline	TD	bao:BAO_0002931
cellline	THP-1	bao:BAO_0002931
cellline	UM-UC-3	bao:BAO_0002931
cellline	V14	bao:BAO_0002931
cellline	VERO	bao:BAO_0002931
cellline	hMSCs	bao:BAO_0002931
cellline	hTERT-BJ1	bao:BAO_0002931
cellline	primary alveolar Epithelial cells	bao:BAO_0002931
cellline	primary alveolar Macrophage	bao:BAO_0002931
cellline	primary alveolar epithelial cells	bao:BAO_0002931
cellline	primary tissue Macrophage	bao:BAO_0002931
species	Human	obo:NCBITaxon_9606
species	Hamster	obo:NCBITaxon_10029
species	Mouse	obo:NCBITaxon_10090
species	unknown	bao:BAO_0000551
species	Bos taurus	bao:BAO_0000551
species	Canine	bao:BAO_0000551
species	Cercopithecus aethiops	bao:BAO_0000551
species	Pig	bao:BAO_0000551
species	Rat	bao:BAO_0000551
species	hamster	bao:BAO_0000551
species	rat	bao:BAO_0000551
species	Homo sapiens	obo:NCBITaxon_9606
species	Mus musculus	obo:NCBITaxon_10090
species	Rattus norvegicus	bao:BAO_0000551
celltype	Normal	efo:EFO_0002922
celltype	Cancer	efo:EFO_0001639
cell_line_immortal_or_primary	L	obo:CLO_0000019
cell_line_immortal_or_primary	P	bao:BAO_0000239
core_type_organic_inorganic	I	npo:NPO_1861
core_type_organic_inorganic	O	npo:NPO_1860
biosystem	Blood	obo:UBERON_0000178
biosystem	Lung	obo:UBERON_0002048
biosystem	Bone	obo:UBERON_0002481
biosystem	Breast	obo:UBERON_0000310
biosystem	Colon	obo:UBERON_0001155
biosystem	Liver	obo:UBERON_0002107
biosystem	Mesothelium	obo:UBERON_0001136
biosystem	Nose	obo:UBERON_0000004
biosystem	Adrenal gland	obo:NCIT_C90259
biosystem	Aorta	obo:NCIT_C90259
biosystem	Areolar tissue	obo:NCIT_C90259
biosystem	Bone Marrow	obo:NCIT_C90259
biosystem	Bone marrow	obo:NCIT_C90259
biosystem	Brain	obo:NCIT_C90259
biosystem	Cervix	obo:NCIT_C90259
biosystem	Foreskin	obo:NCIT_C90259
biosystem	Heart	obo:NCIT_C90259
biosystem	Kidney	obo:NCIT_C90259
biosystem	Ovary	obo:NCIT_C90259
biosystem	Prostate	obo:NCIT_C90259
biosystem	Skin	obo:NCIT_C90259
